,numepolice,annee_reference,n_sinistre,montantsinistre
77124.1,485337,2011,20169307,119.154447169235
77131,972273,2012,20169308,117.31907283828
77133,979877,2016,20169309,269.346398100732
77134,185841,2009,20169310,35.4607001651586
77135,26247,2016,20169311,598.59815309395
77137,270603,2011,20169312,242.841490757613
77138,103451,2015,20169313,9527.87838307573
77138.1,103451,2015,20169314,37.5170044385043
77141,470096,2008,20169315,2962.97766857713
77141.1,470096,2008,20169316,1111.63720644155
77141.2,470096,2008,20169317,544.504921954821
77145,620494,2010,20169318,599.276354206511
77146,64086,2010,20169319,498.48738590053
77147,511446,2012,20169320,824.59850803537
77148,696683,2009,20169321,1437.25351171063
77148.1,696683,2009,20169322,9243.40471599498
77148.2,696683,2009,20169323,3993.43497131879
77148.3,696683,2009,20169324,6918.77784754067
77151,895725,2009,20169325,6730.00340160892
77151.1,895725,2009,20169326,11101.0177612699
77154,557937,2010,20169327,1355.06698460998
77156,584705,2012,20169328,1113.81700024892
77157,327845,2014,20169329,162.387330909297
77158,962118,2010,20169330,1120.70628627729
77159,435360,2016,20169331,1674.19088709943
77159.1,435360,2016,20169332,1314.17341006868
77161,242946,2016,20169333,2311.89788361832
77161.1,242946,2016,20169334,240.869566522061
77163,646969,2014,20169335,8011.43698879095
77163.1,646969,2014,20169336,8254.4207951548
77163.2,646969,2014,20169337,945.738725726768
77168,843349,2009,20169338,585.67789594034
77168.1,843349,2009,20169339,2713.84342289802
77169,119200,2010,20169340,191.130429359143
77171,817456,2015,20169341,2537.94960708161
77171.1,817456,2015,20169342,1552.52639475773
77172,938384,2011,20169343,808.156565204759
77173,693182,2015,20169344,8519.07539288935
77173.1,693182,2015,20169345,6378.80225804926
77175,903048,2012,20169346,596.774763299765
77176,948199,2013,20169347,63.2397381829158
77179,404706,2011,20169348,704.026810449638
77180,885807,2008,20169349,16629.1292066578
77180.1,885807,2008,20169350,6202.59357784698
77181,635888,2016,20169351,3885.18880058213
77181.1,635888,2016,20169352,1937.59394183624
77184,551358,2016,20169353,299.981574174137
77187,150065,2013,20169354,474.98607956265
77188,391052,2012,20169355,8303.50450819893
77188.1,391052,2012,20169356,3678.93978878634
77189,555777,2017,20169357,2396.06886373813
77189.1,555777,2017,20169358,1082.94398139877
77194,950052,2013,20169359,144.34235248306
77195,210166,2011,20169360,2153.09861475158
77197,97116,2012,20169361,820.499526983558
77197.1,97116,2012,20169362,24502.1782367379
77198,17547,2011,20169363,723.351096362655
77202,99554,2017,20169364,2333.05741796463
77202.1,99554,2017,20169365,236.132220266776
77203,475953,2014,20169366,1088.96831326216
77206,799368,2013,20169367,747.221139307602
77206.1,799368,2013,20169368,1925.46243313811
77209,574892,2013,20169369,626.64929813792
77210,602270,2010,20169370,1417.08337980262
77213,784603,2009,20169371,1476.83252209702
77213.1,784603,2009,20169372,2545.25685602113
77214,198452,2013,20169373,2118.31246231795
77214.1,198452,2013,20169374,4041.44002222563
77214.2,198452,2013,20169375,6779.7828391047
77215,185038,2009,20169376,4079.91642849806
77215.1,185038,2009,20169377,1694.4020179747
77221,940919,2016,20169378,2461.6450413472
77222,169935,2011,20169379,3398.77614392056
77222.1,169935,2011,20169380,4724.75457224262
77224,904398,2011,20169381,892.076255100542
77224.1,904398,2011,20169382,889.13512990878
77226,232896,2011,20169383,1403.78583976538
77228,756859,2016,20169384,13290.2941496175
77228.1,756859,2016,20169385,29517.7127136291
77228.2,756859,2016,20169386,86757.4005023982
77228.3,756859,2016,20169387,274.197208114152
77231,158294,2014,20169388,4759.98773213777
77231.1,158294,2014,20169389,30170.8263970935
77233,881910,2011,20169390,642.439715416411
77235,521475,2017,20169391,3605.44793527745
77236,742885,2009,20169392,1509.97994175468
77237,408617,2009,20169393,154.400784365112
77238,403132,2009,20169394,867.035849421239
77238.1,403132,2009,20169395,2558.1844654619
77240,367370,2011,20169396,11308.081904178
77241,812390,2011,20169397,156.714186812935
77243,993945,2013,20169398,906.087374789942
77244,144951,2013,20169399,11978.6030494104
77244.1,144951,2013,20169400,3506.40512350288
77247,26833,2016,20169401,2997.07187351477
77247.1,26833,2016,20169402,5068.17539935107
77254,223513,2014,20169403,1201.20775522437
77255,841869,2016,20169404,267.537511187106
77256,254743,2015,20169405,42.4289098265941
77257,657755,2009,20169406,1528.03951740278
77258,615001,2015,20169407,2127.57073133071
77259,30177,2016,20169408,743.699261428806
77260,533596,2012,20169409,2913.68239238697
77261,914487,2016,20169410,4548.39713174137
77261.1,914487,2016,20169411,2634.30500876618
77262,714451,2012,20169412,900.138918291922
77263,517165,2016,20169413,3462.12861221028
77264,719408,2011,20169414,1967.18585207351
77265,575341,2011,20169415,5565.11392764799
77265.1,575341,2011,20169416,2808.8771882507
77266,551425,2010,20169417,410.669738209547
77266.1,551425,2010,20169418,13973.7323013339
77267,344117,2008,20169419,8.28043382916496
77268,87469,2015,20169420,1927.5054482941
77268.1,87469,2015,20169421,32225.9514467026
77275,660491,2009,20169422,378.668249779079
77277,975955,2014,20169423,2343.90308628208
77280,883020,2009,20169424,99.4953647921478
77283,995541,2009,20169425,7708.64426140664
77290,689923,2012,20169426,500.281840714436
77294,843359,2014,20169427,3487.3188347805
77303,511001,2017,20169428,168.997550194478
77307,535416,2011,20169429,11922.5728423763
77309,926561,2010,20169430,264.789463401674
77313,291103,2012,20169431,669.672892905988
77316,284997,2017,20169432,205.289901565767
77322,435462,2017,20169433,2664.0086825021
77326,757873,2016,20169434,3060.68295229083
77328,973495,2016,20169435,30.6532727569861
77330,427640,2014,20169436,94.7957617489331
77332,694989,2016,20169437,9745.375626894
77336,545367,2017,20169438,81.5203767382164
77337,154050,2010,20169439,562.474629531913
77338,671275,2010,20169440,3879.11321672038
77338.1,671275,2010,20169441,5745.22809012074
77338.2,671275,2010,20169442,119.848269735357
77342,634686,2016,20169443,0.229322348448714
77343,272080,2014,20169444,7734.99759455605
77343.1,272080,2014,20169445,11439.7880135505
77344,817239,2010,20169446,776.954155330785
77344.1,817239,2010,20169447,2103.38904582967
77351,56386,2013,20169448,3400.17749157175
77351.1,56386,2013,20169449,29395.2605898352
77352,934277,2017,20169450,5079.6836464795
77357,88764,2008,20169451,15.4879443824532
77358,973759,2015,20169452,235.916145745507
77360,131430,2011,20169453,2521.86242599067
77363,376784,2016,20169454,2408.83439154291
77363.1,376784,2016,20169455,192.497881843536
77364,786391,2008,20169456,434.217933460374
77364.1,786391,2008,20169457,70.0580251161077
77369,38400,2009,20169458,127.902792332384
77370,66895,2013,20169459,57.8275314093966
77376,976775,2015,20169460,22073.6918145069
77376.1,976775,2015,20169461,20880.4572144049
77376.2,976775,2015,20169462,86155.2553850885
77381,840147,2013,20169463,867.123789044989
77382,137975,2017,20169464,3789.71526334538
77383,638611,2008,20169465,58.1146382940091
77384,787830,2010,20169466,1936.80026658475
77386,940400,2010,20169467,570.361260817773
77387,170409,2012,20169468,2057.64892816011
77389,976648,2017,20169469,1547.82712519821
77391,906305,2016,20169470,2382.01416863215
77392,892867,2014,20169471,171.95305614294
77396,716589,2009,20169472,1568.55364974392
77397,818715,2011,20169473,2544.65345245746
77397.1,818715,2011,20169474,3890.12030986879
77398,447608,2010,20169475,4461.44962573941
77398.1,447608,2010,20169476,3631.37754137942
77399,144565,2012,20169477,3552.32066846074
77404,101208,2012,20169478,725.448782880139
77405,161281,2010,20169479,1944.05193688176
77405.1,161281,2010,20169480,10212.9386061945
77408,204487,2011,20169481,13500.0193549115
77408.1,204487,2011,20169482,161.512962217127
77409,641400,2009,20169483,3046.98328021725
77410,586482,2015,20169484,2919.61120763272
77412,677606,2009,20169485,4484.83764443378
77412.1,677606,2009,20169486,1748.35386844266
77414,43164,2009,20169487,1958.66577877686
77414.1,43164,2009,20169488,2875.4908638703
77414.2,43164,2009,20169489,2517.51075395869
77415,107830,2017,20169490,414.242352656456
77418,660960,2012,20169491,389.984716525097
77420,358926,2016,20169492,5042.13312454236
77420.1,358926,2016,20169493,8091.37167976546
77421,85033,2010,20169494,692.481489166024
77421.1,85033,2010,20169495,6180.45265509037
77423,32925,2014,20169496,7805.60049099711
77423.1,32925,2014,20169497,13705.8097368241
77423.2,32925,2014,20169498,7578.50234398478
77423.3,32925,2014,20169499,27427.5269044266
77425,358785,2011,20169500,1414.0782978203
77425.1,358785,2011,20169501,1391.48476222114
77426,264309,2011,20169502,3711.34297721543
77427,515963,2012,20169503,689.529495099428
77427.1,515963,2012,20169504,314.905200516841
77428,269094,2015,20169505,451.832842168164
77429,2502,2017,20169506,678.682375448302
77434,621535,2017,20169507,330.453039636118
77435,280923,2010,20169508,3189.743013258
77435.1,280923,2010,20169509,2690.41752718133
77436,410258,2014,20169510,2823.84315044266
77439,487856,2017,20169511,43225.9848620308
77439.1,487856,2017,20169512,9840.33193973172
77442,57660,2009,20169513,1021.18804486017
77443,622343,2013,20169514,169.590714688216
77447,701211,2010,20169515,214.136942132967
77450,139065,2014,20169516,9254.92291391856
77450.1,139065,2014,20169517,5572.1990824077
77450.2,139065,2014,20169518,20615.2985192178
77450.3,139065,2014,20169519,30956.6421394383
77451,92888,2012,20169520,9375.3338778066
77451.1,92888,2012,20169521,4388.1252458555
77452,929222,2017,20169522,441.778859576156
77457,891178,2015,20169523,1286.57125972301
77458,683388,2015,20169524,139.823181536378
77459,503272,2014,20169525,2081.77349597807
77464,178767,2017,20169526,311.788582542524
77467,366197,2008,20169527,360.318712062075
77468,894679,2009,20169528,322.96762235668
77470,951125,2011,20169529,21030.4076551985
77470.1,951125,2011,20169530,8031.86474920701
77470.2,951125,2011,20169531,16806.5409013839
77472,617051,2009,20169532,2328.07696196039
77474,197470,2012,20169533,620.38268304644
77476,718364,2014,20169534,762.400642031381
77477,814685,2014,20169535,2640.33036149979
77481,506332,2013,20169536,37173.1218614644
77481.1,506332,2013,20169537,755.456243901791
77483,388281,2012,20169538,24623.7590727244
77483.1,388281,2012,20169539,105.126341257538
77485,348600,2009,20169540,697.603615665373
77486,194313,2009,20169541,215.318443280623
77487,687265,2011,20169542,7293.96028197778
77487.1,687265,2011,20169543,13121.6219526627
77489,51351,2014,20169544,1319.79413302456
77489.1,51351,2014,20169545,144.711748409972
77492,231470,2012,20169546,2380.77586450603
77492.1,231470,2012,20169547,41960.1458208168
77492.2,231470,2012,20169548,145.008131347032
77492.3,231470,2012,20169549,36505.8938714283
77492.4,231470,2012,20169550,4968.77277037765
77493,665693,2017,20169551,4543.230119411
77493.1,665693,2017,20169552,1397.10334163423
77497,454020,2009,20169553,928.993030562658
77498,603776,2017,20169554,163.149713853531
77503,667281,2008,20169555,692.273174442915
77503.1,667281,2008,20169556,7313.74016680946
77504,100272,2016,20169557,1098.57668238982
77508,27644,2012,20169558,306.287749446795
77513,919251,2016,20169559,507.340620909994
77516,42616,2008,20169560,2181.98900393737
77517,796165,2010,20169561,356.226639856234
77519,511779,2017,20169562,34338.8084581893
77519.1,511779,2017,20169563,2390.77827730187
77519.2,511779,2017,20169564,24104.0716401806
77522,574617,2010,20169565,24263.0786638232
77522.1,574617,2010,20169566,3194.26891937342
77523,576630,2009,20169567,1206.42524321694
77529,460844,2010,20169568,1075.76493920229
77533,902241,2011,20169569,28063.2466086366
77533.1,902241,2011,20169570,69586.3511718053
77533.2,902241,2011,20169571,8992.46865062879
77536,808228,2014,20169572,681.675952139233
77537,835274,2012,20169573,1893.10388140774
77537.1,835274,2012,20169574,10300.9639619492
77538,249638,2017,20169575,7613.70030047025
77539,88642,2011,20169576,194.643685879323
77550,552730,2014,20169577,16690.4901595993
77550.1,552730,2014,20169578,6582.34390261759
77550.2,552730,2014,20169579,878.448650935759
77553,75932,2010,20169580,1994.11845657404
77556,820323,2012,20169581,1985.09172584323
77556.1,820323,2012,20169582,3195.62334905435
77557,355366,2011,20169583,72.4129226315138
77558,686187,2017,20169584,1732.35013181531
77559,352460,2013,20169585,276.445095989655
77561,81180,2014,20169586,12700.1130769256
77563,316647,2011,20169587,2996.13499397699
77567,471772,2014,20169588,168.739071241457
77575,245844,2008,20169589,110.581179444698
77577,829415,2011,20169590,582.255287428658
77578,384629,2015,20169591,72874.5852911975
77578.1,384629,2015,20169592,11507.2484565372
77578.2,384629,2015,20169593,104737.272315669
77578.3,384629,2015,20169594,3572.74570970949
77579,587365,2008,20169595,9673.41092710406
77579.1,587365,2008,20169596,22576.7933528161
77587,645637,2008,20169597,1696.12789437758
77589,767065,2011,20169598,4462.57944630195
77592,928120,2012,20169599,52.8570023585541
77595,407598,2017,20169600,3118.95708735133
77595.1,407598,2017,20169601,2774.99469747244
77595.2,407598,2017,20169602,220.261740638359
77599,828657,2013,20169603,628.919113740058
77604,818474,2016,20169604,2915.67490123421
77605,948459,2009,20169605,600.663899384916
77607,819962,2011,20169606,1751.90207025269
77607.1,819962,2011,20169607,2103.80980225228
77608,451413,2008,20169608,210.276063863202
77609,86483,2009,20169609,15056.2746807886
77609.1,86483,2009,20169610,16254.5670285444
77611,968742,2016,20169611,1531.83739023462
77614,23765,2011,20169612,76.0003953952601
77616,529631,2012,20169613,700.8069336967
77619,611903,2013,20169614,113.731786206149
77625,720843,2012,20169615,248.515792295869
77627,425354,2014,20169616,143.90892900158
77628,249383,2017,20169617,3667.29986511604
77628.1,249383,2017,20169618,893.394464165098
77629,106244,2010,20169619,1522.00863614773
77629.1,106244,2010,20169620,3000.33413606334
77629.2,106244,2010,20169621,5920.13007934144
77631,666348,2013,20169622,1773.04609440102
77632,270466,2013,20169623,178.577660154271
77634,296971,2009,20169624,273.956230016624
77635,24878,2010,20169625,217.683655511783
77636,839771,2011,20169626,9702.70724616049
77636.1,839771,2011,20169627,3284.04200624339
77636.2,839771,2011,20169628,9640.60416627436
77637,298231,2015,20169629,319.672436281548
77638,609653,2011,20169630,1747.95747108834
77638.1,609653,2011,20169631,794.686787591548
77639,961513,2008,20169632,180.325080908181
77642,721917,2009,20169633,388.008396608361
77648,731814,2015,20169634,2073.95990243617
77649,312235,2013,20169635,465.608770251168
77650,811484,2010,20169636,3354.4017819394
77650.1,811484,2010,20169637,422.594131916902
77654,406026,2014,20169638,118182.240739971
77654.1,406026,2014,20169639,41179.8610609054
77654.2,406026,2014,20169640,5527.13134679781
77654.3,406026,2014,20169641,41674.0797574194
77654.4,406026,2014,20169642,71710.3088194266
77655,319493,2014,20169643,306.258248806893
77656,334965,2013,20169644,4150.06183766628
77658,47099,2016,20169645,934.419700015496
77660,974907,2012,20169646,1.46621556976335
77661,888954,2013,20169647,11419.4253120326
77661.1,888954,2013,20169648,2832.80924085911
77663,413305,2015,20169649,50.1792828860866
77664,636486,2014,20169650,2823.53963298167
77664.1,636486,2014,20169651,12181.8388472334
77666,85828,2012,20169652,645.448739135118
77667,587810,2016,20169653,20733.2291670593
77668,961702,2014,20169654,418.152650985553
77669,615424,2013,20169655,859.597782721167
77672,939395,2009,20169656,870.317948270958
77673,94535,2008,20169657,902.363194279123
77675,658247,2008,20169658,44.0274536658622
77676,674449,2012,20169659,363.781040573909
77677,742657,2013,20169660,96.3552970210185
77679,408329,2013,20169661,2402.4983730201
77679.1,408329,2013,20169662,2501.80115696359
77682,978486,2015,20169663,524.127319543895
77685,365465,2013,20169664,37.6329429155056
77686,407424,2015,20169665,4074.45342563623
77686.1,407424,2015,20169666,911.840535293274
77689,757132,2011,20169667,151.288251402395
77690,277704,2017,20169668,746.422259279606
77691,374847,2012,20169669,14547.6396097591
77691.1,374847,2012,20169670,90.7239024693533
77693,140600,2016,20169671,13.0749280583065
77695,105715,2015,20169672,915.262973775779
77698,84791,2011,20169673,484.852564109545
77700,495969,2017,20169674,6772.1529871054
77701,868007,2013,20169675,541.757656610101
77707,256139,2015,20169676,620.830458063922
77722,140722,2013,20169677,1401.13179021038
77723,309131,2014,20169678,2609.05793825498
77723.1,309131,2014,20169679,1615.95382735622
77726,275818,2010,20169680,34928.6526832941
77726.1,275818,2010,20169681,9305.40377719583
77727,119506,2010,20169682,1861.92408389752
77727.1,119506,2010,20169683,4.18296343006661
77728,772581,2015,20169684,537.754826120258
77730,147220,2009,20169685,3108.38422634814
77730.1,147220,2009,20169686,2692.47840535495
77731,439340,2016,20169687,345.529410096988
77733,899890,2015,20169688,1854.63829131804
77736,452683,2017,20169689,2771.13484304046
77738,987260,2017,20169690,7928.60968898677
77738.1,987260,2017,20169691,36844.6335525218
77738.2,987260,2017,20169692,24405.6424000372
77738.3,987260,2017,20169693,17323.2774210291
77741,294440,2017,20169694,82.8274997121818
77742,11230,2011,20169695,788.593812388962
77744,9295,2011,20169696,1788.26135827195
77748,48521,2011,20169697,916.248837597202
77748.1,48521,2011,20169698,2526.8837379716
77749,550052,2013,20169699,1430.59331277843
77750,672219,2010,20169700,1079.33995494962
77757,606926,2010,20169701,2776.14662382796
77759,363313,2010,20169702,48.7635548159964
77760,440170,2008,20169703,1824.21326820775
77762,610923,2009,20169704,943.304620307185
77764,770537,2015,20169705,1129.25523088621
77766,929882,2014,20169706,135.970657922878
77768,681312,2017,20169707,209.186115919063
77773,580784,2011,20169708,109.083623718581
77776,601948,2017,20169709,819.725237822928
77779,787274,2011,20169710,3330.30629418122
77781,913563,2012,20169711,1486.54197028636
77781.1,913563,2012,20169712,729.327637344737
77784,269190,2017,20169713,672.099508074168
77787,499731,2013,20169714,167.677315282628
77790,774179,2008,20169715,97.0199244838723
77791,753504,2011,20169716,521.689745494049
77795,188626,2015,20169717,19.8674839912147
77796,909248,2015,20169718,601.372421237014
77799,580057,2011,20169719,2631.60565979189
77799.1,580057,2011,20169720,528.321818683272
77800,993018,2012,20169721,26502.2194971728
77800.1,993018,2012,20169722,7554.84722618755
77800.2,993018,2012,20169723,60817.3951002705
77801,262934,2008,20169724,1833.06706099579
77801.1,262934,2008,20169725,933.9179285583
77802,696259,2016,20169726,1152.12471055739
77802.1,696259,2016,20169727,1531.23996218148
77803,149099,2017,20169728,2111.85071776271
77803.1,149099,2017,20169729,4689.68375720967
77804,725553,2011,20169730,16551.564984548
77804.1,725553,2011,20169731,6517.04752048662
77804.2,725553,2011,20169732,32585.9191471886
77805,367638,2009,20169733,158.053088830777
77807,446877,2010,20169734,7848.84422476895
77807.1,446877,2010,20169735,12623.4415563097
77808,760288,2013,20169736,641.342599504901
77812,311145,2009,20169737,1066.48147118323
77813,597888,2016,20169738,306.561714613123
77813.1,597888,2016,20169739,2005.83391783114
77814,5070,2017,20169740,1239.17716478307
77814.1,5070,2017,20169741,1404.43897357647
77814.2,5070,2017,20169742,3145.53455454649
77815,653764,2010,20169743,25.9077156534867
77818,895300,2013,20169744,385.678491552621
77820,903052,2011,20169745,1964.0211596383
77823,287444,2009,20169746,93.9370829911689
77824,97336,2009,20169747,425.731489308687
77827,35635,2011,20169748,24.4766223077447
77828,901333,2008,20169749,18636.7702363124
77828.1,901333,2008,20169750,1466.27792230014
77829,414544,2014,20169751,1276.28568813002
77831,772170,2012,20169752,386.850376201334
77835,450393,2017,20169753,1928.91345951678
77835.1,450393,2017,20169754,4576.27901425372
77839,346738,2009,20169755,129.563849352199
77842,648987,2009,20169756,79.5458029036285
77843,415291,2009,20169757,24982.2491026373
77843.1,415291,2009,20169758,9735.8505808614
77846,231442,2016,20169759,1803.89101018776
77853,462254,2016,20169760,420.383715258303
77855,45760,2008,20169761,1127.40702814166
77856,888360,2017,20169762,2529.98254697556
77857,565595,2016,20169763,14392.0545824815
77859,163649,2009,20169764,463.941170933868
77859.1,163649,2009,20169765,2191.35544658086
77864,513063,2014,20169766,2024.9482812642
77866,314461,2017,20169767,3328.00450513231
77867,79156,2009,20169768,551.490309274488
77869,985570,2009,20169769,153.287664381303
77873,384724,2013,20169770,898.379826993087
77873.1,384724,2013,20169771,1292.8637534003
77873.2,384724,2013,20169772,1273.93958329343
77874,528031,2016,20169773,147.558513418082
77877,216910,2014,20169774,1292.84437717673
77879,543255,2011,20169775,821.754463572447
77882,653639,2017,20169776,525.584672459157
77883,980018,2016,20169777,872.26313301037
77885,879487,2008,20169778,3021.98535110408
77887,935101,2015,20169779,5448.78094003319
77887.1,935101,2015,20169780,30412.4576749181
77887.2,935101,2015,20169781,6247.48738207839
77887.3,935101,2015,20169782,33404.602179443
77891,862038,2012,20169783,1754.15122293709
77892,867857,2014,20169784,185.526256276095
77893,316010,2011,20169785,513.382528463298
77894,546190,2016,20169786,1276.89733700437
77896,858012,2010,20169787,17017.4391259582
77896.1,858012,2010,20169788,3387.95047631708
77898,104075,2011,20169789,37852.6222594058
77898.1,104075,2011,20169790,52003.2385731149
77898.2,104075,2011,20169791,23913.5279603724
77899,935748,2009,20169792,655.13887004692
77903,992187,2015,20169793,10119.4220875654
77903.1,992187,2015,20169794,4862.36575490828
77904,970077,2016,20169795,139.328213297951
77905,853945,2015,20169796,158.110849713724
77906,794067,2011,20169797,17.0763044526592
77908,16560,2012,20169798,1061.04662053324
77908.1,16560,2012,20169799,7394.11828834105
77912,935139,2012,20169800,9420.37553158718
77912.1,935139,2012,20169801,369.257253935931
77915,24630,2012,20169802,489.360255718732
77916,584505,2016,20169803,1031.02073318408
77916.1,584505,2016,20169804,1499.90639921304
77922,121424,2012,20169805,2839.9458875621
77926,42844,2015,20169806,15995.3528415152
77926.1,42844,2015,20169807,1401.64881513641
77927,968149,2015,20169808,1392.20095872468
77928,236008,2016,20169809,173.903815982328
77930,784328,2014,20169810,3617.14992566497
77930.1,784328,2014,20169811,2137.66958716908
77933,139720,2012,20169812,1895.53665983907
77936,155878,2013,20169813,10323.0607392241
77936.1,155878,2013,20169814,8770.89641808259
77938,829537,2015,20169815,87.7942915512297
77942,515931,2009,20169816,3402.16520255227
77942.1,515931,2009,20169817,4101.45385997355
77945,20986,2013,20169818,80.5171657712738
77945.1,20986,2013,20169819,11023.9578183573
77945.2,20986,2013,20169820,13826.0569023361
77946,908860,2008,20169821,4268.43474232107
77946.1,908860,2008,20169822,508.822818755843
77947,746772,2016,20169823,763.862252593719
77948,822463,2012,20169824,8073.9362173225
77948.1,822463,2012,20169825,38638.6654950192
77949,221520,2014,20169826,1094.49279195617
77950,1698,2016,20169827,1375.42805334802
77950.1,1698,2016,20169828,29864.252634364
77951,137409,2008,20169829,877.566832801098
77953,563568,2009,20169830,2503.28705033327
77954,551856,2014,20169831,495.43562926498
77956,784913,2015,20169832,4345.90252690214
77959,64084,2012,20169833,3601.28878786323
77959.1,64084,2012,20169834,9947.33765038638
77962,542769,2011,20169835,8260.79468042253
77966,159970,2015,20169836,12987.3623655745
77966.1,159970,2015,20169837,38328.0412686364
77966.2,159970,2015,20169838,3586.80354065186
77967,711489,2016,20169839,136.398936316021
77968,700245,2016,20169840,1198.38376304692
77968.1,700245,2016,20169841,212.155106675407
77970,229653,2014,20169842,534.438121056062
77971,137935,2014,20169843,2213.52447248537
77974,559104,2009,20169844,588.642241963279
77975,327129,2011,20169845,2493.79843589728
77976,312270,2008,20169846,10059.566253217
77976.1,312270,2008,20169847,1194.25957994567
77976.2,312270,2008,20169848,41766.2704494643
77981,406049,2017,20169849,323.904848479221
77982,303899,2008,20169850,768.808463770497
77983,785451,2009,20169851,31.5306045834761
77985,997961,2008,20169852,7318.03007067031
77985.1,997961,2008,20169853,22204.7099399115
77987,501646,2010,20169854,520.572577155158
77988,516978,2017,20169855,9462.44147879901
77991,807188,2017,20169856,40797.83817196
77991.1,807188,2017,20169857,8227.73480904176
77991.2,807188,2017,20169858,6483.72921499088
77994,382412,2012,20169859,210.406639223342
77995,45833,2016,20169860,522.891423354439
77999,261233,2012,20169861,38546.9172001926
77999.1,261233,2012,20169862,28107.9507164838
77999.2,261233,2012,20169863,4210.36622488126
78000,552902,2010,20169864,2144.9258212362
78006,462583,2015,20169865,3889.69656975969
78007,217541,2017,20169866,219.174829129528
78009,749694,2014,20169867,5325.90127902372
78009.1,749694,2014,20169868,6427.33936392448
78009.2,749694,2014,20169869,1022.95285949852
78016,509591,2009,20169870,28412.5206207418
78016.1,509591,2009,20169871,9830.87584423351
78017,724430,2011,20169872,1147.29750867098
78018,379926,2017,20169873,135.296771699768
78020,149871,2013,20169874,7166.75732172551
78020.1,149871,2013,20169875,17008.3788973936
78021,998624,2011,20169876,2458.72159352051
78022,545281,2008,20169877,17839.7289471852
78022.1,545281,2008,20169878,3090.61088386015
78022.2,545281,2008,20169879,7813.27876640961
78025,710154,2014,20169880,188.302465096423
78028,767743,2009,20169881,37408.7164982399
78028.1,767743,2009,20169882,1561.70758400738
78031,299956,2010,20169883,792.921030184565
78037,977072,2017,20169884,785.491347891256
78039,640940,2013,20169885,97.6825624969218
78040,173335,2016,20169886,300.085837294258
78042,986762,2017,20169887,198.321798645
78043,222825,2009,20169888,1631.79646454206
78045,705754,2014,20169889,1436.57240187884
78046,372882,2016,20169890,297.467833068904
78047,72082,2016,20169891,14056.4662130169
78047.1,72082,2016,20169892,11119.7783335732
78049,502517,2017,20169893,828.926502189767
78049.1,502517,2017,20169894,574.55131566774
78052,332563,2009,20169895,1966.14521699688
78054,50148,2013,20169896,1290.74059465117
78059,317051,2013,20169897,4662.04776298493
78061,505685,2016,20169898,2212.26174520014
78064,905359,2017,20169899,4778.66442023759
78066,569642,2008,20169900,250.662642388552
78067,109451,2012,20169901,181.516546799573
78068,314357,2015,20169902,6209.16321192861
78070,110041,2014,20169903,134.887776378844
78071,478804,2013,20169904,120.316949468965
78072,112273,2009,20169905,346.521695964659
78076,781540,2012,20169906,77.8179561946603
78078,899289,2009,20169907,3901.41507063186
78078.1,899289,2009,20169908,423.42195650117
78079,886108,2012,20169909,4755.93856151095
78083,796252,2013,20169910,4874.43574142193
78084,114243,2017,20169911,697.979630945265
78085,469692,2008,20169912,1901.50671321926
78085.1,469692,2008,20169913,773.144324764963
78086,175267,2014,20169914,311.590702015467
78089,600089,2013,20169915,1393.40277932985
78091,267811,2014,20169916,3975.81365415309
78092,821422,2014,20169917,3057.55720933106
78092.1,821422,2014,20169918,7631.08445690425
78094,333500,2009,20169919,79.6684593701264
78095,875671,2017,20169920,3575.81142490348
78097,995119,2016,20169921,2998.57883144423
78102,921241,2017,20169922,3183.93759821698
78108,394728,2008,20169923,2528.20835055854
78110,684514,2014,20169924,142.422856542137
78110.1,684514,2014,20169925,353.04315289591
78111,271715,2014,20169926,3990.04616340632
78111.1,271715,2014,20169927,3528.78491860278
78113,965107,2015,20169928,720.676585708994
78114,23859,2017,20169929,2659.14116530428
78114.1,23859,2017,20169930,10592.8596987657
78115,81613,2017,20169931,2192.84153537919
78117,204310,2009,20169932,164.409029328888
78121,694516,2008,20169933,1811.46841461747
78123,97588,2008,20169934,57.2687173757797
78126,557701,2016,20169935,2189.31401266136
78135,728405,2013,20169936,233.27848103655
78137,386606,2012,20169937,1107.23774467
78144,709078,2010,20169938,687.17734951591
78146,691835,2012,20169939,2.38661535736173
78146.1,691835,2012,20169940,5.63001575620416
78146.2,691835,2012,20169941,5.78541458537802
78149,795458,2010,20169942,178.787093662456
78152,190085,2012,20169943,347.90637169256
78154,320707,2010,20169944,19266.3731968741
78154.1,320707,2010,20169945,1390.49376420075
78154.2,320707,2010,20169946,308.338693209293
78155,269493,2010,20169947,19.7042131196511
78156,114783,2017,20169948,4111.69689984361
78156.1,114783,2017,20169949,1134.84354023268
78159,428885,2016,20169950,286.668531334074
78160,605117,2014,20169951,200.83196924091
78164,412892,2011,20169952,219487.255516262
78164.1,412892,2011,20169953,32690.7652903825
78164.2,412892,2011,20169954,72640.8616938123
78164.3,412892,2011,20169955,10650.3226628544
78165,158327,2011,20169956,4435.89056450883
78166,804849,2011,20169957,581.317875203034
78168,351812,2013,20169958,490.560728805725
78170,168496,2016,20169959,886.31251726182
78171,20082,2013,20169960,101.190459895312
78173,880536,2009,20169961,2327.01403702078
78173.1,880536,2009,20169962,30836.9751165823
78173.2,880536,2009,20169963,2820.14074062977
